"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
b7bc1f0f,query,18,441.543
381b3616,query,123,420.947
b984fd05,welcome,10,35.719
b7c82f3f,explore,264,42.993
38dadc41,explore,62,124.661
361ab558,explore,22,83.686
b984fd05,query,226,428.511
3825d668,query,17,391.152
b8f250c1,query,41,308.397
36e0df61,,17,
39262c2c,explore,240,143.205
38bce03f,explore,289,123.770
b7af974b,query,134,406.424
38233158,index,29,47.937
b7219296,explore,22,121.280
3929bc2a,query,17,479.598
38976b8d,query,17,404.618
374db7d1,explore,213,82.204
b8c91f40,query,50,380.178
b7219296,explore,178,43.271
b9209247,query,75,388.060
b716567c,explore,33,91.578
380124f4,index,20,62.660
b971b013,query,206,451.014
b9501b64,explore,254,157.740
b8cd58c8,welcome,8,36.410
3894a26a,index,4,58.781
36cd0681,query,115,366.699
37b27ce3,welcome,69,27.978
3851b378,explore,35,126.093
b89a3dfc,welcome,7,39.750
389fb3f5,query,17,313.361
b909b2c9,query,17,552.572
3851b378,query,126,470.378
38d8cf54,query,110,367.332
389fb3f5,explore,190,153.842
3863e159,query,25,436.810
b8447762,query,410,282.885
3882ec68,explore,24,128.399
b98127eb,explore,22,51.768
38a33852,welcome,7,16.886
b9251758,welcome,48,34.740
385d7134,,14,
b8c91f40,query,75,422.107
37e605a5,query,131,330.631
b798ef62,welcome,8,43.946
388c5062,explore,22,105.325
38903a89,,61,
36124279,query,22,394.948
b90e3c5f,welcome,53,14.950
36413a23,explore,32,111.943
38aeed0b,explore,57,145.858
38a09be2,query,109,438.867
b820f8d2,explore,276,130.119
b7e8471c,query,31,324.579
391bfc51,explore,23,111.279
3894a26a,explore,194,35.113
b782da6b,explore,131,67.187
394cb0da,welcome,65,27.681
3882ec68,,10,
38ab8d7f,explore,88,25.157
b820f8d2,query,110,316.134
36ed3039,query,133,251.504
b8f6a9d3,,40,
b88e97cc,query,63,324.247
b6921073,index,4,62.655
b871175a,explore,22,156.860
b909847e,explore,28,77.897
376a234b,query,61,350.722
36f6d52a,index,34,25.465
b8e03e49,query,17,391.906
37a82a7e,explore,92,166.634
389ad15f,index,8,41.834
b7ec988d,explore,64,207.156
3882ec68,explore,344,127.489
b70b69e1,index,4,46.956
39a559e2,explore,30,123.631
b88e97cc,welcome,17,21.696
38843f18,welcome,89,43.430
38dadc41,,10,
b940485f,index,5,53.033
38cfcfd8,explore,59,176.381
385b623b,index,10,58.942
37ac4473,query,136,326.809
388f0d88,query,86,447.602
376a31f7,query,157,479.812
b8cd3be0,index,17,38.241
39087913,explore,22,94.670
3911f0b1,welcome,18,33.701
37a82a7e,query,242,389.122
36fca6f9,query,192,365.016
b89113df,welcome,34,30.145
b971b013,query,17,426.093
3779aa78,explore,76,123.080
b81d2395,welcome,41,36.538
b8b40cfa,explore,46,70.996
395482c8,query,23,334.682
b80c7902,,10,
b70be3c1,welcome,37,36.814
39432455,explore,215,68.716
b85fadd4,index,38,51.627
36ed3039,explore,117,138.757
b8d2286a,query,213,220.198
b892f9b1,explore,681,92.759
b7b918b6,query,115,365.370
380124f4,query,58,289.255
38b156fd,explore,79,112.688
b97853da,explore,22,165.874
38cfcfd8,explore,57,60.683
37758a07,explore,255,113.771
3983ef15,query,163,404.480
38f8128a,query,22,437.631
b7cfdfaa,explore,44,172.105
38b7cf6f,welcome,82,23.573
389fb3f5,explore,85,133.288
38c8a346,welcome,39,32.968
38a33852,index,6,38.689
b8b40cfa,query,129,350.133
b8cb668d,welcome,44,26.586
374db7d1,index,4,67.273
38dadc41,welcome,22,28.214
385ba5ea,explore,28,75.032
382f758f,welcome,13,40.579
b90334f8,query,72,342.130
b77313cd,query,50,314.061
b8bacf06,welcome,7,32.847
384c9e30,,44,
381b3616,explore,32,122.947
38a09be2,query,51,414.624
b7bc1f0f,query,17,333.148
b8bacf06,explore,36,154.459
b8e95dbd,explore,30,77.161
393f6b13,query,53,402.555
b881154c,,90,
b8d7beca,explore,85,98.750
b80c7902,explore,372,106.526
b84235d6,explore,44,43.600
380db636,explore,22,111.439
b70b69e1,query,34,447.362
3894a26a,query,17,416.421
b83093aa,explore,22,125.047
b89113df,explore,22,156.054
37a82a7e,explore,283,73.442
b930b197,,11,
b8d7beca,welcome,25,32.076
b5383e8b,welcome,26,20.772
b964410c,explore,60,136.362
385b623b,query,87,413.841
3887562b,query,17,291.721
b92e8801,query,17,328.473
b873ff03,explore,22,80.950
b984fd05,,67,
b90e3c5f,query,41,309.684
b91ae4d7,query,28,391.946
b8b7ba1e,explore,359,127.361
b8743f55,query,17,408.010
b782b13b,query,17,370.681
b7640fe2,explore,102,75.139
b6acd2e3,welcome,40,44.245
38976b8d,query,58,329.366
38bd58e6,query,17,434.527
b865e455,explore,41,173.365
3929bc2a,index,24,68.541
389b6955,welcome,45,28.205
3779aa78,query,17,291.019
389ecbcb,explore,54,184.847
b971b013,explore,336,26.153
38b7cf6f,query,130,301.715
b820f8d2,query,38,487.193
b8b411d7,explore,69,102.799
39460216,query,21,331.186
b8ba48cc,welcome,72,33.148
37d123f1,explore,283,94.688
b707afe7,explore,69,129.918
b807be94,welcome,11,26.861
b88acb3a,query,226,467.227
b8d2286a,welcome,60,41.329
b9251758,query,90,469.713
37dff849,index,5,65.150
b895f6f7,explore,133,111.703
37448f35,query,226,288.487
b8b2a8b6,welcome,27,30.342
b7ec988d,query,135,400.478
36ed3039,welcome,7,26.697
b89a141a,explore,22,162.248
384c9e30,,10,
b865e455,index,12,55.314
377cd850,welcome,7,24.051
38937049,welcome,33,29.811
38935991,query,217,436.486
38bce03f,explore,86,180.876
38f8128a,query,35,361.082
b90334f8,,133,
b846d2d5,explore,49,119.617
b76cbd81,explore,130,83.891
38d9aaac,explore,109,116.485
3983ef15,explore,149,156.774
37e605a5,explore,22,97.362
3833f03c,welcome,7,33.030
b8ab5899,query,27,581.188
b76af8d0,index,38,52.409
b91ae4d7,explore,22,69.564
b8bacf06,welcome,9,41.570
37e605a5,query,206,425.022
b87c02c8,explore,48,82.424
3882ec68,explore,22,95.316
b67e31d7,index,9,66.365
37dff849,index,4,44.502
b8e11809,explore,45,145.315
38570593,query,198,344.588
37b9201d,welcome,21,34.360
39320fa4,explore,203,132.749
37c97c81,welcome,26,30.553
373370a7,explore,22,142.585
39831e60,explore,154,153.279
3864e757,query,47,417.884
b8b2a8b6,query,221,395.078
37debbd5,query,17,465.686
b8d2a7ee,index,26,58.241
377cd850,,27,
372dd8d5,query,17,352.448
385ba5ea,index,21,52.131
b8b2a8b6,index,54,58.267
386e63fe,,57,
393f6b13,explore,27,84.740
b7bc1f0f,explore,121,78.415
b70b69e1,welcome,7,42.745
37537daf,explore,22,114.286
b91fdf40,explore,22,81.927
b8380f86,query,22,353.310
b6b1090b,welcome,33,44.103
b8374e70,,14,
3874325c,query,56,449.981
37b03896,welcome,24,18.702
b85de11e,query,91,392.575
37dff849,query,44,324.090
b6a6b774,welcome,8,15.103
38b7cf6f,welcome,23,40.893
37a6b109,query,57,385.801
b7e8471c,explore,64,80.439
b7b918b6,explore,22,80.223
b909847e,welcome,19,23.993
399042f2,explore,49,135.711
b716567c,explore,41,119.242
3874325c,query,50,388.385
38fb24c3,explore,147,55.730
39a559e2,query,17,361.957
3825d668,welcome,23,24.332
39320fa4,query,109,437.196
3897cb37,explore,22,84.581
b8f64134,query,17,444.600
388f0d88,explore,25,138.206
b77582fd,explore,167,126.473
373370a7,,28,
b8a76e6e,,26,
36fca6f9,explore,40,137.486
b751dac7,query,153,288.119
b8b40cfa,query,48,422.237
380229e3,explore,141,140.607
3864e757,welcome,7,33.600
38ab8d7f,welcome,7,42.552
b6a0a726,query,37,426.613
394ddfd9,index,5,35.307
3882ec68,query,46,357.811
38dadc41,explore,53,88.086
38be1630,explore,120,87.567
392b1d81,explore,44,114.958
b84235d6,,10,
b88e97cc,welcome,91,36.947
b7a489a1,query,17,306.940
b8d29a1e,explore,24,79.022
b87bfdf5,query,68,294.825
38c66a69,query,226,430.784
b90334f8,welcome,15,23.402
b964410c,explore,22,155.771
380db636,explore,121,121.096
38260124,query,143,435.521
38bce03f,,89,
390170d2,explore,467,95.008
b81a2d8e,query,17,385.587
3717e359,explore,22,117.321
389fb3f5,query,156,340.355
b873ff03,index,13,48.405
b7928361,explore,52,51.762
380cd81e,query,17,415.815
b885293e,query,264,340.826
b8b411d7,welcome,70,19.543
b85348db,query,101,364.689
3890f66f,explore,22,30.689
391d9538,explore,22,119.862
38aeed0b,welcome,7,34.789
b91ae4d7,explore,121,167.898
38664594,query,83,319.706
3863e159,query,40,345.144
b85fadd4,query,135,355.893
3928c4b8,query,275,331.342
382f758f,query,25,319.293
388eee90,explore,260,108.164
b8484e6c,welcome,8,19.128
380229e3,query,106,354.272
b892f9b1,query,270,445.178
3897cb37,welcome,55,20.278
38f8128a,explore,134,104.376
b7ba8440,query,17,384.863
37448f35,index,29,47.945
37d59f5c,query,60,402.953
b85348db,query,194,375.119
b89a3dfc,query,314,399.440
b9863787,welcome,13,26.662
38d8cf54,explore,34,113.158
37f7fb42,welcome,7,31.094
38dadc41,query,102,340.236
b8d23a66,welcome,43,31.028
b7ba8440,welcome,132,25.713
b91086bb,explore,102,59.173
b984fd05,welcome,7,27.427
37260a05,welcome,95,25.148
38ab8d7f,explore,337,117.803
b798ef62,explore,92,68.894
38233158,welcome,22,34.140
3851b378,welcome,95,32.296
39007e90,welcome,52,42.053
b865e455,welcome,23,33.965
b5dced94,query,112,436.924
38903a89,explore,288,101.143
b7bc1f0f,query,26,311.440
b841d8cb,welcome,146,23.170
380db636,explore,70,175.252
374db7d1,welcome,8,33.166
380cd81e,welcome,15,40.039
b7ec988d,query,70,267.337
3907a956,explore,359,122.869
399d158b,explore,169,145.572
b8aa5016,,85,
38aeed0b,query,147,372.476
361ab558,query,113,409.017
b7b918b6,query,71,416.691
b87c02c8,query,49,399.486
b6ddba69,explore,23,109.135
b8d2a7ee,explore,111,83.191
b8571315,welcome,7,28.603
b89113df,index,19,69.212
3779aa78,welcome,11,35.159
397ef877,query,17,370.351
b87c02c8,query,17,437.055
b6ddba69,query,38,439.844
38f8128a,,21,
3850b5be,query,221,343.788
b97853da,welcome,25,13.451
38ac7e9b,,55,
394ddfd9,welcome,37,33.231
b8b7ba1e,query,17,248.446
b9049c6d,index,4,45.667
b62ede58,query,61,413.847
b90c5840,query,23,354.594
b7a489a1,query,17,371.810
b9849c67,explore,32,166.271
b6ddba69,welcome,82,26.125
b88e97cc,welcome,7,17.510
b9251758,explore,41,33.141
b8380f86,explore,119,62.002
389b6955,query,17,288.984
36f6d52a,query,118,219.231
b8b40cfa,welcome,7,27.774
38d8cf54,,32,
38595510,query,224,439.637
b824e5f3,explore,22,175.497
b9863787,query,53,343.385
b940485f,explore,37,141.412
b8df35c5,query,148,412.397
b9049c6d,welcome,7,29.330
38043b6f,query,17,336.161
b8a366cb,explore,312,81.117
b70b69e1,query,21,366.870
b836330c,welcome,7,23.436
36f6d52a,query,89,451.866
b843f6c4,explore,210,154.540
b89c360a,query,52,350.239
b8d979b8,query,17,403.310
b930b197,index,28,67.257
b89b724e,query,17,301.050
b87c02c8,query,58,476.968
b866df57,query,17,306.700
38903a89,query,139,418.013
38570593,welcome,214,22.877
b8df35c5,query,34,384.254
37c18db6,welcome,50,22.538
b8d2286a,explore,59,185.609
39007e90,query,17,444.246
38fb24c3,query,325,356.470
3810645e,query,66,362.476
b9501b64,query,97,263.408
b9584ed5,explore,22,118.800
b707afe7,explore,236,100.832
b8e95dbd,explore,236,63.218
3810645e,query,17,458.131
380124f4,,38,
38260124,explore,62,107.580
b85ea5e5,query,286,456.357
b8ba48cc,,112,
b76af8d0,query,160,373.980
389369e1,explore,101,200.979
b7c82f3f,query,132,386.626
b8ff7b7e,,18,
b707afe7,query,88,444.641
b92f2f94,index,89,65.037
b91ae4d7,explore,286,138.392
b91ae4d7,query,17,203.366
3878a57d,explore,22,89.791
b9863787,query,17,379.305
b8b40cfa,query,171,298.904
3854a6d5,explore,209,142.058
39341037,explore,52,125.578
b8cf0f2c,explore,73,160.078
38ab8d7f,query,144,480.925
3907a956,explore,155,105.781
b909847e,welcome,7,34.504
3989c759,query,35,308.858
b7dc0233,explore,135,99.512
392b1d81,query,49,435.850
39341037,explore,22,105.777
3824ecdb,explore,30,73.617
b8006280,explore,22,121.314
390170d2,,79,
3882ec68,query,26,403.875
b881154c,query,51,611.535
381b3616,welcome,150,21.168
b878603b,explore,415,151.124
38233158,,10,
38bce03f,index,11,59.169
b861aaca,explore,22,137.412
3890f66f,query,17,332.832
b909847e,index,8,28.894
b7640fe2,welcome,15,29.590
b8ab5899,explore,80,105.305
b8e6281d,explore,91,49.048
37c18db6,explore,86,103.609
b6b1090b,query,127,390.455
37e1894f,query,52,280.856
b8e03e49,query,48,356.961
b5dced94,,33,
395ac9c4,explore,39,85.372
b971b013,,67,
378a7a9a,query,77,332.702
37c18db6,,66,
3850b5be,explore,91,126.627
38c8a346,explore,24,133.517
b8d29a1e,query,17,381.526
371ab83e,explore,94,134.066
372dd8d5,,29,
b8f64134,explore,89,120.777
38f8128a,query,56,332.899
b8f2b75c,query,17,335.777
b90334f8,explore,40,77.964
b6ddba69,explore,130,74.157
b7ec988d,query,72,400.563
b87bfdf5,query,88,378.271
390180e2,welcome,131,25.700
b807be94,query,435,476.631
38a09be2,explore,36,68.978
b836330c,query,17,522.425
380d570e,index,10,37.356
38e3ee82,query,93,412.861
38b4efea,query,58,453.020
b89113df,welcome,54,49.528
3858a90b,query,49,391.222
37c97c81,index,30,42.270
b963ff2b,index,4,54.159
b79059f2,query,158,381.898
38e3ee82,query,164,311.834
b8a76e6e,query,266,298.407
b5dced94,query,60,412.291
38aa2a71,query,63,419.572
389b6955,query,17,381.360
b7cef0b0,explore,22,102.983
38a09be2,welcome,46,29.031
3932a5dc,welcome,33,42.631
389369e1,query,47,390.224
b8d29a1e,query,85,390.052
b5383e8b,index,38,67.567
37c97c81,query,131,371.543
3874325c,query,56,326.495
b91548eb,query,21,440.635
38935991,,32,
b964410c,query,73,339.431
388c5062,explore,131,128.784
381b3616,explore,383,92.793
37ac4473,welcome,13,25.990
b85348db,query,45,369.079
b88e97cc,welcome,7,26.260
b8e95dbd,explore,22,128.778
36f6d52a,index,4,58.904
b8b411d7,query,17,372.497
b90e3c5f,,37,
391d89ec,welcome,39,18.385
388edbb7,query,17,375.512
394ddfd9,explore,120,137.623
39746f30,explore,22,144.583
3983ef15,query,85,304.442
38aa2a71,welcome,47,22.259
388ea112,query,140,414.284
386e63fe,query,25,373.690
37e1894f,,40,
389ecbcb,explore,48,96.775
b9089ee8,explore,22,92.935
371a54b2,,41,
b854ef43,query,104,474.308
b70b69e1,explore,192,19.899
b7ba8440,index,6,67.914
b8a366cb,query,257,349.426
38aeed0b,,10,
b8656cd1,query,70,313.274
38d0501b,query,26,303.634
389b6955,explore,70,189.722
3850b5be,query,208,437.819
b8c91f40,welcome,51,15.273
b8eb1431,explore,22,146.028
b85fadd4,query,135,330.071
b8c0026e,welcome,7,17.596
b824e5f3,query,374,419.669
3887562b,welcome,14,19.684
37758a07,query,432,402.764
37d123f1,query,17,391.217
38570593,welcome,55,31.637
b7ca8cd3,query,17,356.962
b8b40cfa,index,12,41.282
b8d2286a,query,115,308.139
b70b69e1,query,204,306.808
37b03896,query,21,486.165
39081e78,query,148,404.731
389b6955,welcome,7,39.558
b91fdf40,index,14,73.020
b895360e,query,17,447.305
38bce03f,welcome,93,17.988
b9584ed5,query,32,301.459
b958b4b9,query,29,420.925
b88fd3bb,query,41,221.453
b8961eb2,welcome,15,33.302
b79059f2,query,17,319.549
b751dac7,query,70,274.076
b8d2286a,explore,417,76.420
b77313cd,query,52,390.678
387157e9,welcome,106,21.178
b8f2b75c,welcome,32,27.573
39746f30,query,125,436.551
394cb0da,,26,
3983ef15,query,187,311.445
b8c0026e,welcome,7,43.272
385b623b,explore,160,48.460
b751dac7,query,121,401.010
b8cd3be0,query,17,360.574
b8b7ba1e,explore,128,91.165
38c66a69,query,77,328.946
b7bc1f0f,welcome,7,26.458
b8a366cb,query,17,434.500
b892f9b1,query,68,366.094
b716567c,query,131,399.834
37a6b109,,13,
b7e8471c,index,27,52.402
37e1894f,index,4,70.334
361ab558,explore,214,70.459
37a6b109,query,17,324.734
3833f03c,welcome,38,33.857
b76af8d0,explore,510,85.073
b7cfdfaa,query,59,332.307
3779aa78,welcome,55,24.469
380124f4,explore,22,155.168
b8961eb2,explore,152,149.853
b881154c,query,17,242.925
b6acd2e3,query,17,379.513
38bd58e6,query,31,451.101
38738934,index,7,51.693
b8d979b8,welcome,9,29.040
b857f798,query,236,357.555
380a5d7e,query,79,391.036
b8b7ba1e,query,85,374.790
38935991,index,7,37.964
b6921073,welcome,7,34.976
3824ecdb,,10,
37448f35,query,112,300.163
b8e03e49,query,70,414.533
3887562b,explore,39,158.773
39007e90,query,31,502.700
376a31f7,index,46,45.442
37dff849,query,17,418.794
380d570e,query,156,330.737
371e3a21,,21,
39460216,welcome,34,31.064
38738934,explore,99,163.333
38260124,,12,
37e605a5,query,85,348.119
38499121,explore,70,52.313
38df9237,index,4,52.808
b91fdf40,query,78,489.699
388c5062,query,17,407.075
b8571315,query,128,345.719
380cd81e,explore,65,186.809
b8f28a24,query,25,368.981
b5383e8b,index,62,48.670
384c9e30,query,102,448.217
b878603b,query,17,301.512
b98127eb,index,4,39.088
385276a9,explore,210,141.373
b892f9b1,welcome,99,33.106
38b16198,query,43,348.687
3810645e,explore,409,86.773
39460216,explore,290,80.548
b88fd3bb,query,330,388.272
b909847e,query,93,369.091
3989c759,explore,54,86.165
b8f2b75c,welcome,83,29.745
b98bcfcc,,37,
38499121,query,102,441.740
380b954e,welcome,28,27.095
3824ecdb,welcome,34,23.952
b8f28a24,welcome,29,22.220
389fb3f5,query,88,406.970
3717e359,welcome,20,27.115
b85fadd4,query,56,343.788
b76cbd81,query,22,352.130
36ed3039,explore,136,147.924
b92eeecb,,10,
b843f6c4,explore,199,95.830
3863e159,index,41,51.939
b7cfdfaa,welcome,7,44.470
b8d2a7ee,explore,319,131.648
b930b197,,19,
388f0d88,query,20,479.284
b90037ce,explore,22,72.326
37ac4473,index,6,32.958
38be1630,explore,242,187.541
b7cef0b0,explore,22,81.524
b77582fd,query,17,420.540
3874325c,welcome,91,18.347
b8cd3be0,,115,
b7aa7170,explore,22,96.929
394cb0da,welcome,53,26.979
b8380f86,query,285,292.528
b8b40cfa,welcome,7,30.003
38d0501b,query,118,367.984
37c18db6,index,19,80.874
37b03896,index,4,68.542
b8f2b75c,welcome,7,44.013
b8a67ade,explore,22,154.795
3878a57d,welcome,53,21.112
b8d979b8,welcome,80,27.160
b9089ee8,query,73,390.984
37c18db6,explore,73,56.038
38fc0392,index,37,44.059
38d91a68,,63,
b7e8471c,welcome,36,36.992
377cd850,query,35,426.937
b85ea5e5,query,83,312.100
b89bb83c,query,69,367.151
37260a05,welcome,10,29.984
390170d2,index,34,61.698
b6b1090b,welcome,7,22.881
38595510,explore,33,75.357
3911f0b1,explore,22,134.333
388be9d2,query,17,370.625
b6a0a726,explore,94,139.386
b77313cd,query,70,349.440
b7ca1b94,welcome,7,32.926
39204937,query,158,410.854
b8656cd1,welcome,23,43.266
3890f66f,explore,51,122.694
b7dc0233,welcome,29,30.108
b873ff03,explore,22,123.605
b8bc718f,welcome,47,33.080
389b6955,query,17,335.568
3887562b,query,96,386.965
b8f2b75c,query,34,402.564
39007e90,query,17,413.458
3858a90b,query,381,426.189
b6acd2e3,,99,
b8d7beca,query,62,350.752
37c97c81,query,26,271.429
b8d2a7ee,,10,
b836330c,,21,
3810645e,query,86,421.702
b854ef43,explore,706,38.215
b92eeecb,welcome,7,25.700
39262c2c,index,14,83.819
36413a23,welcome,24,47.460
38aeed0b,query,359,362.180
b88fd3bb,welcome,9,21.850
b5dced94,explore,22,101.147
b85de11e,welcome,104,17.016
361ab558,explore,28,130.545
b81a2d8e,,10,
b856720f,explore,30,90.335
b8cf0f2c,welcome,7,37.529
38ab8d7f,,76,
b76af8d0,,56,
385276a9,welcome,7,26.739
b9849c67,,108,
b94822a0,query,25,365.857
b8484e6c,explore,63,118.397
b8b411d7,query,37,422.654
b785749f,explore,85,136.134
b8d29a1e,explore,243,165.308
b782b13b,explore,39,122.787
b878603b,query,49,324.503
38ac7e9b,explore,85,66.847
b85ea5e5,query,17,444.911
38c8a346,explore,22,83.350
39a559e2,query,151,361.266
b8b29817,explore,60,69.111
b861305a,explore,54,162.786
3854a6d5,explore,23,116.622
393f6b13,query,17,371.105
378b9806,query,87,435.533
b909b2c9,query,105,414.873
b7ca8cd3,explore,393,75.993
b8b7ba1e,query,17,413.876
38b7cf6f,explore,22,150.342
39081e78,query,17,351.506
b940485f,index,11,60.964
37260a05,explore,47,101.871
b90e3c5f,explore,22,115.122
381b3616,welcome,14,34.574
38843f18,explore,25,82.278
37b03896,index,25,82.137
3911f0b1,explore,56,144.937
b8a43a0a,index,28,60.555
b7c82f3f,explore,26,88.785
3863e159,query,17,424.995
b8433ba3,welcome,13,29.471
b885293e,index,4,6.711
b90037ce,welcome,146,31.808
b5dced94,explore,74,162.187
378803b7,query,20,354.746
38738934,query,17,375.827
b8961eb2,,135,
380a5d7e,explore,109,142.884
b885293e,,22,
b88e5463,query,68,458.395
385377d2,welcome,12,30.960
b8e03e49,query,17,340.442
b8cd3be0,index,28,62.587
b885293e,query,34,443.102
b8d7beca,index,11,66.854
378a7a9a,query,24,382.077
b7cef0b0,query,450,338.255
b873ff03,explore,237,128.974
39341037,query,17,487.280
b8d397b9,query,39,520.477
37b03896,query,115,270.508
b751dac7,explore,137,169.815
b89a3dfc,query,79,329.665
b861aaca,query,70,362.819
37c18db6,query,33,409.374
b89b724e,explore,151,138.653
361ab558,,30,
38b156fd,query,176,415.996
b85de11e,welcome,65,26.468
b5383e8b,query,146,347.206
39262c2c,index,4,27.778
b6a6b774,explore,25,136.689
38a03687,query,181,279.048
3779aa78,welcome,16,30.248
3892e64a,query,56,299.994
37b9201d,,346,
3928c4b8,welcome,20,27.584
b8bacf06,,80,
380a5d7e,,137,
389b6955,,14,
38b7cf6f,welcome,81,46.200
b8374e70,explore,130,66.978
b89c360a,query,164,430.541
b7cfdfaa,welcome,244,27.608
38fc0392,welcome,10,39.111
38fc0392,,31,
b9089ee8,query,77,322.650
b861305a,query,95,390.536
b9179291,welcome,25,27.579
